station,poll
STA-AD0942A,26.551032881065883
STA-AL0203A,21.54296433674493
STA-AL0205A,13.488443682423208
STA-AL0206A,18.822223477838794
STA-AL0207A,23.00483331078694
STA.01.0001,17.02757051653357
STA.01.0002,8.032914823635757
STA.01.0003,14.238264486939348
STA.01.0035,8.906234866721231
STA.02.F103,19.94428241053722
STA.02.F202,12.809850557887904
STA.02.KA21,28.133079394125563
STA.02.KA61,28.579383677497976
STA.02.KA71,20.238415529265524
STA.02.SP10,9.104071366740925
STA.02.SP18,19.120213720300615
STA.02.VI12,24.64963258351838
STA.02.WO15,23.54498262686351
STA.02.WO35,8.715123636692176
STA.03.0065,16.461155647826306
STA.03.0101,20.516198621756388
STA.03.0104,22.074066803009043
STA.03.0201,13.342923911580899
STA.03.0202,7.43489582068956
STA.03.0301,13.964618958023793
STA.03.0302,10.800324564448749
STA.03.0401,10.993226580964798
STA.03.0403,12.999701595129546
STA.03.0407,11.236264796915899
STA.03.0502,5.998770507266367
STA.03.0599,18.934045440488294
STA.03.0601,11.475422149734946
STA.03.0902,23.373501657574963
STA.03.1204,16.172887027830722
STA.03.1401,16.166333977679514
STA.03.1402,21.156291545085708
STA.03.1406,23.352461480200628
STA.03.1413,24.71621084185903
STA.03.1502,5.3168495008097665
STA.03.1701,9.884050893832521
STA.03.1703,13.221998267635612
STA.03.1901,12.257842706776113
STA.03.1902,12.343350925951535
STA.03.1904,8.052078003064995
STA.03.2301,19.74837413277633
STA.03.2302,29.41527041170338
STA.03.2401,13.005526207490998
STA.03.2501,17.578080445367007
STA.03.2604,12.224326823665871
STA.03.2701,18.784969533663215
STA.03.2702,21.776330901090486
STA.04.S108,5.1065693701337525
STA.04.S125,13.232131097139758
STA.04.S156,18.89062080325168
STA.04.S173,16.749436938311046
STA.04.S184,25.79611870844109
STA.04.S217,38.35789886209009
STA.04.S404,20.727042602257708
STA.04.S406,23.146376407414262
STA.04.S407,14.655875424423435
STA.04.S409,14.52323846452943
STA.04.S415,27.229123382603227
STA.04.S416,29.006813503198387
STA.04.S418,14.459290441545845
STA.04.S431,43.40908186407135
STA.05.1000,40.162588235247426
STA.05.1066,24.485654290801858
STA.05.1200,20.971450586865313
STA.05.2000,36.90233134805899
STA.05.2100,10.93005857034195
STA.05.2300,45.246670646100895
STA.05.3055,7.7599086863815625
STA.05.4057,20.724583530780592
STA.05.5018,22.739033488291188
STA.05.5032,14.660737589460291
STA.05.6072,17.153593026897695
STA.06.106,18.635277494256883
STA.06.107,16.42520935197888
STA.06.114,15.997139578837885
STA.06.118,12.62599193271322
STA.06.119,16.083237523643806
STA.06.135,22.279162767955736
STA.06.136,20.886271438025645
STA.06.137,5.474780709449808
STA.06.138,21.016722935990973
STA.06.139,24.62859558957421
STA.06.141,23.360716734380212
STA.06.142,15.675800545823712
STA.06.143,20.572619080094004
STA.06.145,18.765150008772537
STA.06.151,10.890656368791648
STA.06.156,3.452760503602718
STA.06.164,41.50492582912191
STA.06.170,27.825012208478267
STA.06.171,29.25464104750861
STA.06.172,27.17363179236915
STA.06.177,14.77270395362491
STA.06.178,21.231852018817182
STA.06.179,16.806586736729823
STA.06.180,16.25597294755694
STA.06.183,18.15584014489472
STA.06.191,14.829646970281644
STA.06.194,15.022712979992747
STA.06.195,13.22004304809036
STA.06.197,19.418814403174842
STA.06.198,15.31062028847195
STA.07.2106,29.981235068699394
STA.07.2110,34.41198354373097
STA.07.2113,17.854159560699507
STA.07.2223,40.79744562564902
STA.07.2227,33.080081594037
STA.07.2315,32.39914425285786
STA.07.2530,24.372347177678936
STA.07.2538,17.38832457926501
STA.07.2550,36.98612076013874
STA.07.2552,21.722482317101573
STA.07.2619,7.080185060271769
STA.07.2710,15.68138774598212
STA.07.2821,50.205863231283494
STA.07.2822,32.11796106383253
STA.07.2910,35.0210472060213
STA.07.2912,12.335348187414887
STA.08.0503,6.285110257507292
STA.08.0706,19.41245710537926
STA.08.0709,33.39663797421335
STA.08.0710,37.76706755837
STA.08.0807,28.459827571963082
STA.08.1919,37.834890467994875
STA.08.2708,20.879992528067636
STA.08.2801,25.056301676249106
STA.09.A23,32.560253786980944
STA.09.AKC,23.003621389784527
STA.09.BELG,26.87803584002388
STA.09.FLO,25.043661910412638
STA.09.GAUD,27.047287511984685
STA.09.JAEG,10.546879626109117
STA.09.KE,23.494541504065854
STA.09.KEND,21.78351443179419
STA.09.LIES,19.968293359390344
STA.09.LOB,13.088020935355376
STA.09.MBA,42.47191841319158
STA.09.SCHA,13.488339444499617
STA.09.STAD,23.8304433856958
STA.09.STEF,22.490617037465544
STA.09.TAB,33.3813728033932
STA.09.ZA,18.53022762784742
STA.10.ENK1,11.141902875988126
STA.10.ILL1,8.265710249372953
STA.10.KLH1,7.329392127566583
STA.10.PIL1,8.199492856546913
STA.10.SON1,0.5397707336953028
STA.10.VOR1,2.472240897871109
STA.10.ZOE2,3.6473977788285366
STA-BA0029A,22.933480775173578
STA-BA0031A,23.14281285638274
STA-BA0039A,15.485221806058233
STA-BA0040A,12.259424876541367
STA-BA0042A,35.010381678708484
STA-BA0043A,29.420697810915588
STA-BA0045A,23.54997688818613
STA-BA0047A,10.924377643500154
STA-BA0048A,15.380502622827269
STA-BA0050A,17.032230303801132
STA-BELAL01,25.59447086801427
STA-BELHB23,25.583921845574388
STA-BELLD01,17.189264863576792
STA-BELLD02,18.996276155573945
STA-BELR833,26.19893002090764
STA-BELSZ02,22.00869308101715
STA-BENAL08,28.665217387391316
STA-BENAT20,37.95652173565218
STA-BENAT29,39.382608690000005
